TransactionID,TransactionDT,transaction_day,isFraud,TransactionAmt,ProductCD,card4,card6,P_emaildomain,DeviceType,fraud_probability,risk_tier,top_reason_1,top_reason_2,top_reason_3
3494141,13286558,153,1,39.593,C,mastercard,debit,gmail.com,desktop,0.9989586,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked Vesta-engineered feature (V45) increased risk
3545962,14800800,171,1,300.0,H,discover,credit,gmail.com,desktop,0.99895537,Critical,masked Vesta-engineered feature (V258) increased risk,masked Vesta-engineered feature (V156) increased risk,masked identity/device signal (id_30) decreased risk
3479191,12848897,148,1,165.135,C,visa,credit,gmail.com,desktop,0.9989354,Critical,masked Vesta-engineered feature (V258) increased risk,masked counting feature (C14) increased risk,masked identity/device signal (id_09) increased risk
3572210,15641257,181,1,109.127,C,mastercard,credit,gmail.com,mobile,0.9989071,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked identity/device signal (id_01) increased risk
3468444,12514592,144,1,96.708,C,mastercard,credit,gmail.com,desktop,0.9988734,Critical,masked Vesta-engineered feature (V258) increased risk,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V45) increased risk
3463724,12340304,142,1,24.346,C,visa,credit,gmail.com,desktop,0.99884903,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V45) increased risk,masked Vesta-engineered feature (V258) increased risk
3502950,13503478,156,1,166.918,C,visa,credit,gmail.com,mobile,0.9988476,Critical,device/browser string (SM-J320M Build/LMY47V) increased risk,masked counting feature (C1) increased risk,card type (credit/debit) (credit) increased risk
3471989,12617363,146,1,45.926,C,visa,credit,hotmail.com,desktop,0.99883753,Critical,masked Vesta-engineered feature (V258) increased risk,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V45) increased risk
3510692,13746911,159,1,18.936,C,mastercard,credit,gmail.com,mobile,0.9988257,Critical,masked Vesta-engineered feature (V258) increased risk,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V45) increased risk
3471988,12617331,146,1,45.926,C,mastercard,credit,hotmail.com,desktop,0.9988205,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked Vesta-engineered feature (V45) increased risk
3519793,14047107,162,1,175.0,R,mastercard,credit,gmail.com,desktop,0.998798,Critical,masked Vesta-engineered feature (V258) increased risk,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V156) increased risk
3496554,13354944,154,1,19.551,C,visa,debit,gmail.com,desktop,0.9987935,Critical,masked Vesta-engineered feature (V258) increased risk,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V45) increased risk
3523036,14132529,163,1,34.921,C,visa,credit,gmail.com,mobile,0.9987783,Critical,device/browser string (rv:59.0) decreased risk,masked Vesta-engineered feature (V258) increased risk,masked counting feature (C1) increased risk
3494147,13286650,153,1,39.593,C,mastercard,debit,gmail.com,desktop,0.99874157,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked Vesta-engineered feature (V45) increased risk
3519815,14047715,162,1,175.0,R,mastercard,credit,gmail.com,desktop,0.9987256,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked counting feature (C14) increased risk
3475679,12747499,147,1,53.611,C,mastercard,debit,gmail.com,desktop,0.99870956,Critical,masked Vesta-engineered feature (V258) increased risk,masked counting feature (C14) increased risk,masked Vesta-engineered feature (V45) increased risk
3495229,13305785,154,1,39.593,C,mastercard,debit,gmail.com,desktop,0.998703,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked Vesta-engineered feature (V45) increased risk
3471986,12617303,146,1,45.926,C,visa,credit,hotmail.com,desktop,0.9986314,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked Vesta-engineered feature (V45) increased risk
3477989,12797579,148,1,150.0,H,visa,debit,yahoo.com,mobile,0.99862957,Critical,device/browser string (VS425PP Build/LMY47V) increased risk,masked counting feature (C14) increased risk,masked counting feature (C13) increased risk
3519799,14047261,162,1,175.0,R,mastercard,credit,gmail.com,desktop,0.9986053,Critical,masked Vesta-engineered feature (V258) increased risk,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V156) increased risk
3496539,13354782,154,1,19.551,C,visa,debit,gmail.com,desktop,0.9985977,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked Vesta-engineered feature (V45) increased risk
3488413,13136029,152,1,350.805,C,visa,credit,outlook.com,desktop,0.99857855,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked Vesta-engineered feature (V87) increased risk
3502946,13503341,156,1,166.918,C,visa,credit,gmail.com,mobile,0.9985721,Critical,device/browser string (SM-J320M Build/LMY47V) increased risk,card type (credit/debit) (credit) increased risk,masked counting feature (C1) increased risk
3524086,14153671,163,1,24.346,C,visa,credit,gmail.com,mobile,0.99855834,Critical,device/browser string (rv:59.0) decreased risk,masked Vesta-engineered feature (V258) increased risk,masked counting feature (C1) increased risk
3543616,14710867,170,1,29.818,C,mastercard,credit,hotmail.com,mobile,0.9985487,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked identity/device signal (id_31) decreased risk
3471985,12617273,146,1,45.926,C,visa,credit,hotmail.com,desktop,0.998543,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked Vesta-engineered feature (V45) increased risk
3513829,13864691,160,1,600.0,R,visa,credit,gmail.com,mobile,0.9985246,Critical,masked counting feature (C14) increased risk,masked Vesta-engineered feature (V156) increased risk,masked counting feature (C11) increased risk
3556625,15110223,174,1,300.0,R,mastercard,debit,gmail.com,mobile,0.9985051,Critical,masked Vesta-engineered feature (V258) increased risk,masked Vesta-engineered feature (V156) increased risk,masked counting feature (C14) increased risk
3481063,12886970,149,1,44.266,C,mastercard,debit,gmail.com,desktop,0.99849224,Critical,masked Vesta-engineered feature (V258) increased risk,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V45) increased risk
3543609,14710246,170,1,35.966,C,visa,credit,hotmail.com,mobile,0.9984877,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked Vesta-engineered feature (V45) increased risk
3479226,12849391,148,1,58.653,C,mastercard,debit,gmail.com,desktop,0.9984408,Critical,masked Vesta-engineered feature (V258) increased risk,masked Vesta-engineered feature (V45) increased risk,masked counting feature (C14) increased risk
3495845,13319130,154,1,39.593,C,mastercard,debit,gmail.com,mobile,0.99843234,Critical,masked counting feature (C1) increased risk,masked counting feature (C14) increased risk,masked Vesta-engineered feature (V45) increased risk
3463900,12344395,142,1,44.266,C,visa,credit,gmail.com,desktop,0.99841154,Critical,masked Vesta-engineered feature (V258) increased risk,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V45) increased risk
3499573,13406194,155,1,450.0,R,visa,debit,hotmail.com,mobile,0.9984003,Critical,masked Vesta-engineered feature (V258) increased risk,masked Vesta-engineered feature (V156) increased risk,masked counting feature (C14) increased risk
3463047,12325765,142,1,14.386,C,mastercard,credit,hotmail.com,desktop,0.9983822,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V45) increased risk,masked Vesta-engineered feature (V258) increased risk
3496532,13354671,154,1,19.551,C,visa,debit,gmail.com,desktop,0.99836904,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked Vesta-engineered feature (V45) increased risk
3494767,13298070,153,1,14.325,C,mastercard,credit,outlook.com,desktop,0.9983645,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked Vesta-engineered feature (V87) increased risk
3494769,13298117,153,1,14.325,C,mastercard,debit,outlook.com,desktop,0.99835277,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked Vesta-engineered feature (V87) increased risk
3464188,12350431,142,1,475.0,R,mastercard,debit,gmail.com,mobile,0.9983468,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked counting feature (C14) increased risk
3460688,12245822,141,0,176.448,C,visa,credit,gmail.com,desktop,0.99831283,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked identity/device signal (id_09) increased risk
3558031,15170677,175,1,100.0,R,visa,credit,gmail.com,mobile,0.99828064,Critical,masked Vesta-engineered feature (V258) increased risk,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V156) increased risk
3519805,14047456,162,1,175.0,R,visa,debit,gmail.com,desktop,0.9982444,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked Vesta-engineered feature (V156) increased risk
3519778,14046842,162,1,175.0,R,visa,debit,gmail.com,desktop,0.9982352,Critical,masked Vesta-engineered feature (V258) increased risk,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V156) increased risk
3481065,12887025,149,1,44.266,C,mastercard,debit,gmail.com,desktop,0.9982339,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked Vesta-engineered feature (V45) increased risk
3510689,13746856,159,1,18.936,C,mastercard,credit,gmail.com,mobile,0.9982121,Critical,masked Vesta-engineered feature (V258) increased risk,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V45) increased risk
3524102,14153874,163,1,24.346,C,visa,debit,gmail.com,mobile,0.9982009,Critical,device/browser string (rv:59.0) decreased risk,masked Vesta-engineered feature (V258) increased risk,masked counting feature (C1) increased risk
3540439,14618033,169,1,54.225,C,visa,debit,gmail.com,mobile,0.99816656,Critical,device/browser string (SM-G920P Build/NRD90M) increased risk,masked identity/device signal (id_31) decreased risk,masked counting feature (C1) increased risk
3551737,14953518,173,1,100.0,R,american express,credit,gmail.com,mobile,0.99812657,Critical,masked Vesta-engineered feature (V156) increased risk,masked Vesta-engineered feature (V258) increased risk,masked counting feature (C14) increased risk
3484632,13035822,150,1,47.217,C,visa,credit,gmail.com,desktop,0.998072,Critical,masked Vesta-engineered feature (V258) increased risk,masked Vesta-engineered feature (V45) increased risk,masked counting feature (C1) increased risk
3499636,13408398,155,1,375.0,R,visa,credit,yahoo.com,mobile,0.998059,Critical,masked Vesta-engineered feature (V258) increased risk,masked identity/device signal (id_30) decreased risk,masked counting feature (C1) increased risk
3488407,13135963,152,1,350.805,C,visa,credit,outlook.com,desktop,0.99800223,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked Vesta-engineered feature (V87) increased risk
3545308,14771292,170,1,300.0,R,visa,credit,gmail.com,mobile,0.99797624,Critical,masked Vesta-engineered feature (V258) increased risk,masked counting feature (C14) increased risk,masked identity/device signal (id_30) decreased risk
3523865,14150187,163,0,20.903,C,visa,credit,gmail.com,mobile,0.99796814,Critical,masked Vesta-engineered feature (V258) increased risk,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V45) increased risk
3494913,13300587,153,1,14.325,C,mastercard,credit,outlook.com,desktop,0.99796057,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked Vesta-engineered feature (V87) increased risk
3494887,13300231,153,1,14.325,C,visa,credit,outlook.com,desktop,0.99795735,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked Vesta-engineered feature (V87) increased risk
3497974,13376627,154,1,30.618,C,visa,debit,gmail.com,desktop,0.9979411,Critical,masked Vesta-engineered feature (V258) increased risk,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V45) increased risk
3460606,12244300,141,1,9.775,C,mastercard,credit,gmail.com,desktop,0.99793744,Critical,masked Vesta-engineered feature (V258) increased risk,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V45) increased risk
3464150,12349659,142,1,475.0,R,mastercard,credit,gmail.com,mobile,0.9979298,Critical,masked counting feature (C1) increased risk,masked counting feature (C14) increased risk,masked counting feature (C13) increased risk
3537469,14531245,168,1,28.834,C,visa,credit,hotmail.com,mobile,0.99790525,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked identity/device signal (id_31) decreased risk
3523876,14150359,163,0,20.903,C,visa,credit,gmail.com,mobile,0.9978968,Critical,masked Vesta-engineered feature (V258) increased risk,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V45) increased risk
3468457,12514758,144,1,96.708,C,visa,credit,gmail.com,desktop,0.9978962,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked Vesta-engineered feature (V45) increased risk
3481060,12886905,149,1,44.266,C,visa,credit,gmail.com,desktop,0.99786854,Critical,masked Vesta-engineered feature (V258) increased risk,masked counting feature (C1) increased risk,masked identity/device signal (id_09) increased risk
3494780,13298310,153,1,14.325,C,mastercard,debit,outlook.com,desktop,0.9978452,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked Vesta-engineered feature (V87) increased risk
3499707,13413074,155,1,19.551,C,visa,debit,hotmail.com,desktop,0.99783856,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked Vesta-engineered feature (V87) increased risk
3494897,13300349,153,1,14.325,C,mastercard,credit,outlook.com,desktop,0.9978211,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked Vesta-engineered feature (V87) increased risk
3540441,14618073,169,1,54.225,C,visa,debit,gmail.com,mobile,0.9978098,Critical,device/browser string (SM-G920P Build/NRD90M) increased risk,masked identity/device signal (id_31) decreased risk,masked counting feature (C1) increased risk
3494900,13300398,153,1,14.325,C,visa,credit,outlook.com,desktop,0.99780697,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked Vesta-engineered feature (V87) increased risk
3502734,13487119,156,1,44.266,C,mastercard,debit,gmail.com,desktop,0.9977895,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked Vesta-engineered feature (V45) increased risk
3468450,12514673,144,1,96.708,C,visa,credit,gmail.com,desktop,0.997778,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked Vesta-engineered feature (V45) increased risk
3545327,14771885,170,1,300.0,R,visa,debit,gmail.com,mobile,0.99777406,Critical,masked Vesta-engineered feature (V258) increased risk,masked counting feature (C14) increased risk,masked Vesta-engineered feature (V156) increased risk
3567690,15481761,179,1,35.966,C,visa,credit,hotmail.com,mobile,0.9977533,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked Vesta-engineered feature (V45) increased risk
3479440,12852785,148,1,400.0,R,mastercard,debit,gmail.com,mobile,0.99774665,Critical,masked Vesta-engineered feature (V258) increased risk,masked counting feature (C14) increased risk,masked Vesta-engineered feature (V156) increased risk
3482646,12954391,149,1,44.266,C,visa,debit,gmail.com,desktop,0.99774337,Critical,masked Vesta-engineered feature (V258) increased risk,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V45) increased risk
3494923,13300768,153,1,14.325,C,mastercard,debit,outlook.com,desktop,0.9977162,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked Vesta-engineered feature (V87) increased risk
3535870,14495975,167,1,15.862,C,mastercard,debit,gmail.com,desktop,0.9976902,Critical,masked Vesta-engineered feature (V258) increased risk,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V45) increased risk
3561990,15279664,176,1,118.287,C,visa,credit,gmail.com,,0.9976882,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V45) increased risk,masked Vesta-engineered feature (V87) increased risk
3504601,13558073,156,1,200.0,R,visa,credit,gmail.com,mobile,0.99765575,Critical,masked counting feature (C1) increased risk,masked identity/device signal (id_30) decreased risk,masked Vesta-engineered feature (V258) increased risk
3512632,13815442,159,1,350.0,R,visa,debit,gmail.com,mobile,0.99764097,Critical,masked counting feature (C14) increased risk,masked Vesta-engineered feature (V156) increased risk,masked counting feature (C11) increased risk
3543614,14710722,170,1,29.818,C,visa,credit,hotmail.com,mobile,0.9976392,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked identity/device signal (id_31) decreased risk
3507277,13653025,158,1,8.361,C,mastercard,credit,gmail.com,desktop,0.9976248,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked Vesta-engineered feature (V87) increased risk
3551652,14952037,173,1,28.834,C,mastercard,credit,hotmail.com,mobile,0.9976162,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked identity/device signal (id_31) decreased risk
3499603,13407218,155,1,99.721,C,visa,credit,gmail.com,mobile,0.99756753,Critical,masked Vesta-engineered feature (V258) increased risk,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V87) increased risk
3519769,14046612,162,1,275.0,R,visa,credit,gmail.com,desktop,0.99756587,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V156) increased risk,masked Vesta-engineered feature (V258) increased risk
3499667,13410221,155,1,39.101,C,visa,debit,gmail.com,desktop,0.99754286,Critical,masked Vesta-engineered feature (V258) increased risk,masked counting feature (C1) increased risk,recipient email domain (gmail.com) increased risk
3551647,14951892,173,1,28.834,C,mastercard,credit,hotmail.com,mobile,0.99754167,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked identity/device signal (id_31) decreased risk
3523081,14134149,163,1,34.921,C,visa,credit,gmail.com,mobile,0.99754,Critical,device/browser string (rv:59.0) decreased risk,masked Vesta-engineered feature (V258) increased risk,masked counting feature (C1) increased risk
3510780,13749321,159,1,106.729,C,visa,credit,gmail.com,mobile,0.9974952,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V45) increased risk,card type (credit/debit) (credit) increased risk
3495056,13302763,153,1,14.325,C,mastercard,credit,outlook.com,desktop,0.9974716,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked Vesta-engineered feature (V87) increased risk
3556578,15109418,174,1,300.0,R,mastercard,debit,gmail.com,mobile,0.9974482,Critical,masked Vesta-engineered feature (V258) increased risk,masked counting feature (C14) increased risk,transaction amount ($300.00) increased risk
3475667,12747324,147,1,53.611,C,visa,credit,gmail.com,desktop,0.997442,Critical,masked Vesta-engineered feature (V258) increased risk,masked counting feature (C14) increased risk,masked Vesta-engineered feature (V45) increased risk
3460709,12246266,141,0,176.448,C,mastercard,credit,gmail.com,desktop,0.99737996,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked counting feature (C13) increased risk
3500249,13445136,155,1,43.651,C,visa,credit,hotmail.com,mobile,0.9973322,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked identity/device signal (id_31) decreased risk
3494764,13298018,153,1,14.325,C,mastercard,credit,outlook.com,desktop,0.9972927,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked Vesta-engineered feature (V87) increased risk
3558033,15170735,175,1,100.0,R,visa,credit,yahoo.com,mobile,0.9972753,Critical,masked Vesta-engineered feature (V258) increased risk,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V156) increased risk
3524091,14153769,163,1,24.346,C,visa,debit,gmail.com,mobile,0.9972601,Critical,masked Vesta-engineered feature (V258) increased risk,device/browser string (rv:59.0) decreased risk,masked counting feature (C1) increased risk
3494909,13300528,153,1,14.325,C,mastercard,debit,outlook.com,desktop,0.99723685,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked Vesta-engineered feature (V87) increased risk
3499605,13407380,155,1,99.721,C,mastercard,credit,gmail.com,mobile,0.9972366,Critical,masked Vesta-engineered feature (V258) increased risk,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V87) increased risk
3551650,14951955,173,1,28.834,C,mastercard,credit,hotmail.com,mobile,0.99723274,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked identity/device signal (id_31) decreased risk
3535875,14496018,167,1,15.862,C,mastercard,debit,gmail.com,desktop,0.9972318,Critical,masked Vesta-engineered feature (V258) increased risk,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V45) increased risk
3494916,13300641,153,1,14.325,C,visa,debit,outlook.com,desktop,0.9971656,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked Vesta-engineered feature (V87) increased risk
3495063,13302864,153,1,14.325,C,visa,credit,outlook.com,desktop,0.99715626,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked Vesta-engineered feature (V87) increased risk
3499604,13407322,155,1,99.721,C,mastercard,credit,gmail.com,mobile,0.9971443,Critical,masked Vesta-engineered feature (V258) increased risk,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V87) increased risk
3500246,13445045,155,1,43.651,C,mastercard,credit,hotmail.com,mobile,0.99712026,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked identity/device signal (id_31) decreased risk
3495045,13302675,153,1,14.325,C,visa,debit,outlook.com,desktop,0.99708515,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked Vesta-engineered feature (V87) increased risk
3499288,13398289,155,1,12.296,C,visa,credit,gmail.com,mobile,0.9970829,Critical,device/browser string (SM-J320M Build/LMY47V) increased risk,masked counting feature (C1) increased risk,card type (credit/debit) (credit) increased risk
3572166,15640462,181,1,164.459,C,mastercard,debit,gmail.com,mobile,0.9970752,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked identity/device signal (id_01) increased risk
3535890,14496183,167,1,15.862,C,visa,debit,gmail.com,desktop,0.99706995,Critical,masked Vesta-engineered feature (V258) increased risk,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V45) increased risk
3495038,13302583,153,1,14.325,C,mastercard,debit,outlook.com,desktop,0.9970282,Critical,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V258) increased risk,masked Vesta-engineered feature (V87) increased risk
